"Name","Geoid","pa_or_restart_cat"
"Coos County School District","3302510","Did not receive either PA or Restart Grant"
"Dover School District","3302640","Did not receive either PA or Restart Grant"
"Dover School District","3302640","Did not receive either PA or Restart Grant"
"Goffstown School District","3303240","Did not receive either PA or Restart Grant"
"Hopkinton School District","3303900","Did not receive either PA or Restart Grant"
"Lisbon Regional School District","3304290","Did not receive either PA or Restart Grant"
"Merrimack School District","3304740","Did not receive either PA or Restart Grant"
"Milford School District","3304830","Did not receive either PA or Restart Grant"
"Newport School District","3305310","Did not receive either PA or Restart Grant"
"Windham School District","3307170","Did not receive either PA or Restart Grant"
"Winnisquam Regional School District","3307300","Did not receive either PA or Restart Grant"
"Hillsborough Township School District","3407230","Received PA or Restart Grant"
"Absecon City School District","3400660","Did not receive either PA or Restart Grant"
"Allamuchy Township School District","3400720","Did not receive either PA or Restart Grant"
"Rutherford Borough School District","3414460","Did not receive either PA or Restart Grant"
"Teaneck Township School District","3416080","Did not receive either PA or Restart Grant"
"Tenafly Borough School District","3416110","Received PA or Restart Grant"
"Pennsville Township School District","3409120","Did not receive either PA or Restart Grant"
"Pennsville Township School District","3409120","Did not receive either PA or Restart Grant"
"West Deptford Township School District","3417430","Did not receive either PA or Restart Grant"
"West Deptford Township School District","3417430","Did not receive either PA or Restart Grant"
"The Chathams School District","3400004","Did not receive either PA or Restart Grant"
"Woodstown-Pilesgrove Regional School District","3418330","Did not receive either PA or Restart Grant"
"Green Brook Township School District","3406120","Did not receive either PA or Restart Grant"
"Camden City School District","3402640","Did not receive either PA or Restart Grant"
"Camden City School District","3402640","Did not receive either PA or Restart Grant"
"Scotch Plains-Fanwood Regional School District","3414670","Did not receive either PA or Restart Grant"
"Union Township School District","3416500","Did not receive either PA or Restart Grant"
"Montclair Town School District","3410560","Received PA or Restart Grant"
"Little Ferry Borough School District","3408760","Did not receive either PA or Restart Grant"
"Upper Township School District","3416650","Did not receive either PA or Restart Grant"
"Robbinsville Township School District","3417100","Did not receive either PA or Restart Grant"
"Toms River Regional School District","3416230","Did not receive either PA or Restart Grant"
"Jersey City School District","3407830","Did not receive either PA or Restart Grant"
"Jersey City School District","3407830","Did not receive either PA or Restart Grant"
"Andover Regional School District","3400900","Did not receive either PA or Restart Grant"
"Bedminster Township School District","3401320","Did not receive either PA or Restart Grant"
"Berlin Township School District","3401620","Did not receive either PA or Restart Grant"
"Edgewater Borough School District","3404440","Received PA or Restart Grant"
"Edgewater Borough School District","3404440","Received PA or Restart Grant"
"Mount Arlington Borough School District","3410860","Received PA or Restart Grant"
"Pohatcong Township School District","3413260","Did not receive either PA or Restart Grant"
"Pohatcong Township School District","3413260","Did not receive either PA or Restart Grant"
"Quinton Township School District","3413500","Did not receive either PA or Restart Grant"
"Fair Lawn Borough School District","3404980","Received PA or Restart Grant"
"Cherokee Unified School District 247","2004710","Did not receive either PA or Restart Grant"
"Fairfield Unified School District 310","2008310","Did not receive either PA or Restart Grant"
"WaKeeney Unified School District 208","2012630","Did not receive either PA or Restart Grant"
"Coffeyville Unified School District 445","2004980","Did not receive either PA or Restart Grant"
"Coffeyville Unified School District 445","2004980","Did not receive either PA or Restart Grant"
"Central Heights Unified School District 288","2000014","Did not receive either PA or Restart Grant"
"West Elk Unified School District 282","2007500","Did not receive either PA or Restart Grant"
"Oakley Unified School District 274","2010050","Received PA or Restart Grant"
"Fowler Unified School District 225","2006210","Received PA or Restart Grant"
"Little River Unified School District 444","2008880","Did not receive either PA or Restart Grant"
"Norton Community Schools Unified School District 211","2010020","Did not receive either PA or Restart Grant"
"Norton Community Schools Unified School District 211","2010020","Did not receive either PA or Restart Grant"
"Ulysses Unified School District 214","2012420","Received PA or Restart Grant"
"Renwick Unified School District 267","2011080","Did not receive either PA or Restart Grant"
"Cheylin Unified School District 103","2004790","Did not receive either PA or Restart Grant"
"Cheylin Unified School District 103","2004790","Did not receive either PA or Restart Grant"
"Leroy-Gridley Unified School District 245","2008670","Did not receive either PA or Restart Grant"
"Altoona-Midway Unified School District 387","2004170","Did not receive either PA or Restart Grant"
"Mulvane Unified School District 263","2009840","Did not receive either PA or Restart Grant"
"Argonia Public Schools Unified School District 359","2003430","Did not receive either PA or Restart Grant"
"Kinsley-Offerle Unified School District 347","2008100","Did not receive either PA or Restart Grant"
"Newton Unified School District 373","2009960","Did not receive either PA or Restart Grant"
"Jefferson County North Unified School District 339","2013020","Did not receive either PA or Restart Grant"
"Perry Public Schools Unified School District 343","2010620","Did not receive either PA or Restart Grant"
"North Ottawa County Unified School District 239","2009570","Did not receive either PA or Restart Grant"
"Concordia Unified School District 333","2005100","Received PA or Restart Grant"
"Skyline Schools Unified School District 438","2011430","Did not receive either PA or Restart Grant"
"De Soto Unified School District 232","2005490","Received PA or Restart Grant"
"Hancock County School District","2102460","Did not receive either PA or Restart Grant"
"Hancock County School District","2102460","Did not receive either PA or Restart Grant"
"Cumberland County School District","2101410","Did not receive either PA or Restart Grant"
"Cumberland County School District","2101410","Did not receive either PA or Restart Grant"
"Meade County School District","2104050","Did not receive either PA or Restart Grant"
"Meade County School District","2104050","Did not receive either PA or Restart Grant"
"Nelson County School District","2104410","Did not receive either PA or Restart Grant"
"Jefferson County School District","2102990","Did not receive either PA or Restart Grant"
"Jefferson County School District","2102990","Did not receive either PA or Restart Grant"
"Morgan County School District","2104290","Did not receive either PA or Restart Grant"
"McCracken County School District","2103960","Did not receive either PA or Restart Grant"
"McCracken County School District","2103960","Did not receive either PA or Restart Grant"
"Newport Independent School District","2104440","Did not receive either PA or Restart Grant"
"Newport Independent School District","2104440","Did not receive either PA or Restart Grant"
"Pike County School District","2104800","Did not receive either PA or Restart Grant"
"Pike County School District","2104800","Did not receive either PA or Restart Grant"
"Pike County School District","2104800","Did not receive either PA or Restart Grant"
"Breathitt County School District","2100690","Did not receive either PA or Restart Grant"
"Rockcastle County School District","2105070","Did not receive either PA or Restart Grant"
"Hart County School District","2102640","Did not receive either PA or Restart Grant"
"Montgomery County School District","2104250","Did not receive either PA or Restart Grant"
"Carroll County School District","2100990","Did not receive either PA or Restart Grant"
"Carroll County School District","2100990","Did not receive either PA or Restart Grant"
"Bell County School District","2100390","Received PA or Restart Grant"
"Bell County School District","2100390","Received PA or Restart Grant"
"Bell County School District","2100390","Received PA or Restart Grant"
"Boyd County School District","2100620","Did not receive either PA or Restart Grant"
"Boyd County School District","2100620","Did not receive either PA or Restart Grant"
"Boyd County School District","2100620","Did not receive either PA or Restart Grant"
"Franklin County School District","2102010","Did not receive either PA or Restart Grant"
"Webster County School District","2105820","Did not receive either PA or Restart Grant"
"Morehouse Parish School District","2201110","Did not receive either PA or Restart Grant"
"Morehouse Parish School District","2201110","Did not receive either PA or Restart Grant"
"Pointe Coupee Parish School District","2201260","Did not receive either PA or Restart Grant"
"Red River Parish School District","2201320","Did not receive either PA or Restart Grant"
"St. Bernard Parish School District","2201410","Did not receive either PA or Restart Grant"
"St. John the Baptist Parish School District","2201530","Did not receive either PA or Restart Grant"
"Vernon Parish School District","2201830","Did not receive either PA or Restart Grant"
"Vernon Parish School District","2201830","Did not receive either PA or Restart Grant"
"Webster Parish School District","2201890","Did not receive either PA or Restart Grant"
"Webster Parish School District","2201890","Did not receive either PA or Restart Grant"
"School Administrative District 40","2311550","Did not receive either PA or Restart Grant"
"Cooper","2304440","Did not receive either PA or Restart Grant"
"Regional School Unit 34","2314782","Did not receive either PA or Restart Grant"
"Sanford","2310500","Did not receive either PA or Restart Grant"
"Islesboro","2306810","Did not receive either PA or Restart Grant"
"School Administrative District 68","2314761","Did not receive either PA or Restart Grant"
"School Administrative District 08","2311850","Did not receive either PA or Restart Grant"
"Portland","2309930","Did not receive either PA or Restart Grant"
"School Administrative District 17","2310770","Did not receive either PA or Restart Grant"
"York","2314130","Did not receive either PA or Restart Grant"
"Edgecomb","2305400","Did not receive either PA or Restart Grant"
"School Administrative District 06","2311790","Did not receive either PA or Restart Grant"
"Regional School Unit 39","2314794","Did not receive either PA or Restart Grant"
"Regional School Unit 04","2314783","Did not receive either PA or Restart Grant"
"Robbinston","2310190","Did not receive either PA or Restart Grant"
"Machiasport","2300067","Did not receive either PA or Restart Grant"
"Penobscot","2309630","Did not receive either PA or Restart Grant"
"Dorchester County Public Schools","2400300","Did not receive either PA or Restart Grant"
"Montgomery County Public Schools","2400480","Did not receive either PA or Restart Grant"
"Montgomery County Public Schools","2400480","Did not receive either PA or Restart Grant"
"Montgomery County Public Schools","2400480","Did not receive either PA or Restart Grant"
"Woburn School District","2513200","Received PA or Restart Grant"
"North Andover School District","2508700","Did not receive either PA or Restart Grant"
"North Adams School District","2508670","Did not receive either PA or Restart Grant"
"Carver School District","2503360","Did not receive either PA or Restart Grant"
"Danvers School District","2503990","Did not receive either PA or Restart Grant"
"Ipswich School District","2506480","Did not receive either PA or Restart Grant"
"Franklin School District","2505010","Did not receive either PA or Restart Grant"
"Dracut School District","2504320","Did not receive either PA or Restart Grant"
"Dracut School District","2504320","Did not receive either PA or Restart Grant"
"Arlington School District","2501980","Did not receive either PA or Restart Grant"
"Pembroke School District","2509420","Did not receive either PA or Restart Grant"
"Natick School District","2508340","Did not receive either PA or Restart Grant"
"Southwick-Tolland-Granville Regional School District","2500013","Did not receive either PA or Restart Grant"
"Southwick-Tolland-Granville Regional School District","2500013","Did not receive either PA or Restart Grant"
"Athol-Royalston School District","2502160","Did not receive either PA or Restart Grant"
"Athol-Royalston School District","2502160","Did not receive either PA or Restart Grant"
"Foxborough School District","2504950","Did not receive either PA or Restart Grant"
"Leicester School District","2506720","Did not receive either PA or Restart Grant"
"West Boylston School District","2512390","Did not receive either PA or Restart Grant"
"Falmouth School District","2504860","Did not receive either PA or Restart Grant"
"Sutton School District","2511400","Did not receive either PA or Restart Grant"
"Dennis-Yarmouth School District","2504140","Did not receive either PA or Restart Grant"
"Ayer-Shirley School District","2500542","Did not receive either PA or Restart Grant"
"Regional School District 16","0903538","Did not receive either PA or Restart Grant"
"Regional School District 18","0903540","Did not receive either PA or Restart Grant"
"Southington School District","0904230","Did not receive either PA or Restart Grant"
"Trumbull School District","0904620","Did not receive either PA or Restart Grant"
"Vernon School District","0904680","Did not receive either PA or Restart Grant"
"Wallingford School District","0904740","Did not receive either PA or Restart Grant"
"Waterford School District","0904860","Did not receive either PA or Restart Grant"
"West Hartford School District","0904920","Did not receive either PA or Restart Grant"
"Weston School District","0905010","Did not receive either PA or Restart Grant"
"Winchester School District","0905160","Did not receive either PA or Restart Grant"
"Windsor Locks School District","0905250","Did not receive either PA or Restart Grant"
"Smyrna School District","1001620","Did not receive either PA or Restart Grant"
"Smyrna School District","1001620","Did not receive either PA or Restart Grant"
"Lee County School District","1201080","Received PA or Restart Grant"
"Liberty County School District","1201170","Received PA or Restart Grant"
"Okeechobee County School District","1201410","Received PA or Restart Grant"
"Volusia County School District","1201920","Received PA or Restart Grant"
"Washington County School District","1202010","Received PA or Restart Grant"
"Early County School District","1301920","Received PA or Restart Grant"
"Early County School District","1301920","Received PA or Restart Grant"
"Carroll County School District","1300840","Did not receive either PA or Restart Grant"
"Carroll County School District","1300840","Did not receive either PA or Restart Grant"
"Bulloch County School District","1300630","Received PA or Restart Grant"
"Taylor County School District","1304800","Did not receive either PA or Restart Grant"
"Walker County School District","1305370","Did not receive either PA or Restart Grant"
"Walker County School District","1305370","Did not receive either PA or Restart Grant"
"Walker County School District","1305370","Did not receive either PA or Restart Grant"
"Pierce County School District","1304140","Did not receive either PA or Restart Grant"
"Meriwether County School District","1303630","Did not receive either PA or Restart Grant"
"Cobb County School District","1301290","Did not receive either PA or Restart Grant"
"Washington County School District","1305490","Did not receive either PA or Restart Grant"
"Lee County School District","1303270","Did not receive either PA or Restart Grant"
"Grady County School District","1302460","Did not receive either PA or Restart Grant"
"Grady County School District","1302460","Did not receive either PA or Restart Grant"
"Lumpkin County School District","1303420","Received PA or Restart Grant"
"Telfair County School District","1304830","Did not receive either PA or Restart Grant"
"Henry County School District","1302820","Did not receive either PA or Restart Grant"
"Toombs County School District","1305040","Received PA or Restart Grant"
"Monroe County School District","1303720","Did not receive either PA or Restart Grant"
"Bleckley County School District","1300440","Did not receive either PA or Restart Grant"
"Clinch County School District","1301260","Did not receive either PA or Restart Grant"
"Clinch County School District","1301260","Did not receive either PA or Restart Grant"
"Brooks County School District","1300540","Received PA or Restart Grant"
"Brooks County School District","1300540","Received PA or Restart Grant"
"Glen Cove City School District","3612180","Did not receive either PA or Restart Grant"
"Great Neck Union Free School District","3612510","Did not receive either PA or Restart Grant"
"Livingston Manor Central School District","3617580","Did not receive either PA or Restart Grant"
"Bridgehampton Union Free School District","3605370","Did not receive either PA or Restart Grant"
"Brookhaven-Comsewogue Union Free School District","3615780","Did not receive either PA or Restart Grant"
"Morgan County School District","1303780","Did not receive either PA or Restart Grant"
"Newcomb Central School District","3620730","Did not receive either PA or Restart Grant"
"Piseco Common School District","3623130","Did not receive either PA or Restart Grant"
"Hickory City Schools","3702190","Did not receive either PA or Restart Grant"
"Lincoln County Schools","3702680","Did not receive either PA or Restart Grant"
"Jackson County School District","1302940","Did not receive either PA or Restart Grant"
"Polk County School District","1304200","Did not receive either PA or Restart Grant"
"Polk County School District","1304200","Did not receive either PA or Restart Grant"
"Mountain View School District 244","1600139","Did not receive either PA or Restart Grant"
"Craven County Schools","3703310","Received PA or Restart Grant"
"Mountain View School District 244","1600139","Did not receive either PA or Restart Grant"
"Northampton County Schools","3703420","Did not receive either PA or Restart Grant"
"Northampton County Schools","3703420","Did not receive either PA or Restart Grant"
"Mountain View School District 244","1600139","Did not receive either PA or Restart Grant"
"Perquimans County Schools","3703600","Received PA or Restart Grant"
"Boundary County School District 101","1600420","Did not receive either PA or Restart Grant"
"Boundary County School District 101","1600420","Did not receive either PA or Restart Grant"
"Boundary County School District 101","1600420","Did not receive either PA or Restart Grant"
"Garden Valley School District 71","1601170","Did not receive either PA or Restart Grant"
"Rowan-Salisbury Schools","3704050","Did not receive either PA or Restart Grant"
"Hagerman Joint School District 233","1601380","Did not receive either PA or Restart Grant"
"Mackay Joint School District 182","1601900","Did not receive either PA or Restart Grant"
"Meridian Joint School District 2","1602100","Did not receive either PA or Restart Grant"
"Murtaugh Joint School District 418","1602310","Did not receive either PA or Restart Grant"
"Pocatello School District 25","1602640","Did not receive either PA or Restart Grant"
"Richfield School District 316","1602760","Did not receive either PA or Restart Grant"
"Snake River School District 52","1602970","Did not receive either PA or Restart Grant"
"Soda Springs Joint School District 150","1603000","Did not receive either PA or Restart Grant"
"Soda Springs Joint School District 150","1603000","Did not receive either PA or Restart Grant"
"St. Maries Joint School District 41","1603060","Did not receive either PA or Restart Grant"
"Sugar-Salem Joint School District 322","1603090","Did not receive either PA or Restart Grant"
"Hazlet Township School District","3413680","Did not receive either PA or Restart Grant"
"Clayton Public Schools","3500510","Did not receive either PA or Restart Grant"
"Clayton Public Schools","3500510","Did not receive either PA or Restart Grant"
"Weiser School District 431","1603330","Did not receive either PA or Restart Grant"
"Clayton Public Schools","3500510","Did not receive either PA or Restart Grant"
"Weiser School District 431","1603330","Did not receive either PA or Restart Grant"
"Wilder School District 133","1603480","Did not receive either PA or Restart Grant"
"Clayton Public Schools","3500510","Did not receive either PA or Restart Grant"
"Elmhurst School District 205","1713970","Did not receive either PA or Restart Grant"
"Hartsburg-Emden Community Unit School District 21","1718390","Did not receive either PA or Restart Grant"
"Sampson County Schools","3704140","Received PA or Restart Grant"
"Mount Pulaski Community Unit District 23","1727290","Did not receive either PA or Restart Grant"
"Farmington Municipal Schools","3500990","Did not receive either PA or Restart Grant"
"West Central Community Unit School District 235","1700319","Did not receive either PA or Restart Grant"
"Farmington Municipal Schools","3500990","Did not receive either PA or Restart Grant"
"West Central Community Unit School District 235","1700319","Did not receive either PA or Restart Grant"
"Swain County Schools","3704440","Did not receive either PA or Restart Grant"
"Jemez Mountain Public Schools","3501380","Did not receive either PA or Restart Grant"
"Lovington Public Schools","3501740","Did not receive either PA or Restart Grant"
"Lovington Public Schools","3501740","Did not receive either PA or Restart Grant"
"Melrose Public Schools","3501830","Did not receive either PA or Restart Grant"
"Rockford School District 205","1734510","Did not receive either PA or Restart Grant"
"La Moille Community Unit School District 303","1721680","Did not receive either PA or Restart Grant"
"Moriarty Municipal Schools","3501890","Did not receive either PA or Restart Grant"
"Herscher Community Unit School District 2","1718840","Did not receive either PA or Restart Grant"
"Pojoaque Valley Public Schools","3502070","Did not receive either PA or Restart Grant"
"Edwards County Community Unit School District 1","1713500","Did not receive either PA or Restart Grant"
"Roswell Independent Schools","3502250","Did not receive either PA or Restart Grant"
"Bradford Community Unit School District 1","1706880","Did not receive either PA or Restart Grant"
"Silver City Consolidated Schools","3502430","Did not receive either PA or Restart Grant"
"Neoga Community Unit School District 3","1727840","Did not receive either PA or Restart Grant"
"Silver City Consolidated Schools","3502430","Did not receive either PA or Restart Grant"
"Hoopeston Area Community Unit School District 11","1719660","Did not receive either PA or Restart Grant"
"Socorro Consolidated Schools","3502460","Did not receive either PA or Restart Grant"
"Hoopeston Area Community Unit School District 11","1719660","Did not receive either PA or Restart Grant"
"Roxana Community Unit School District 1","1735010","Did not receive either PA or Restart Grant"
"Sterling Community Unit District 5","1742310","Did not receive either PA or Restart Grant"
"Swain County Schools","3704440","Did not receive either PA or Restart Grant"
"Indian Creek Community Unit District 425","1735970","Did not receive either PA or Restart Grant"
"Taos Municipal Schools","3502520","Did not receive either PA or Restart Grant"
"Farmington Central Community Unit School District 265","1700044","Did not receive either PA or Restart Grant"
"Tularosa Municipal Schools","3502670","Did not receive either PA or Restart Grant"
"Wake County Schools","3704720","Did not receive either PA or Restart Grant"
"Ashton Community Unit School District 275","1704380","Did not receive either PA or Restart Grant"
"Harvard Community Unit School District 50","1718420","Did not receive either PA or Restart Grant"
"Harvard Community Unit School District 50","1718420","Did not receive either PA or Restart Grant"
"Wagon Mound Public Schools","3502730","Did not receive either PA or Restart Grant"
"Geneseo Community Unit School District 228","1716350","Did not receive either PA or Restart Grant"
"Levittown Union Free School District","3617160","Did not receive either PA or Restart Grant"
"Canaseraga Central School District","3606360","Did not receive either PA or Restart Grant"
"Scio Central School District","3626190","Did not receive either PA or Restart Grant"
"Durand Community Unit School District 322","1712810","Did not receive either PA or Restart Grant"
"Durand Community Unit School District 322","1712810","Did not receive either PA or Restart Grant"
"Warsaw Central School District","3629940","Did not receive either PA or Restart Grant"
"Trico Community Unit School District 176","1708250","Did not receive either PA or Restart Grant"
"Freeport Union Free School District","3611550","Did not receive either PA or Restart Grant"
"Fire Island Union Free School District","3621540","Did not receive either PA or Restart Grant"
"Garden City Union Free School District","3611760","Did not receive either PA or Restart Grant"
"Moriah Central School District","3619830","Did not receive either PA or Restart Grant"
"Moriah Central School District","3619830","Did not receive either PA or Restart Grant"
"Wilkes County Schools","3704950","Did not receive either PA or Restart Grant"
"Trico Community Unit School District 176","1708250","Did not receive either PA or Restart Grant"
"South Seneca Central School District","3622140","Did not receive either PA or Restart Grant"
"Brighton Central School District","3605460","Did not receive either PA or Restart Grant"
"Greenport Union Free School District","3612840","Did not receive either PA or Restart Grant"
"Wilson County Schools","3705020","Did not receive either PA or Restart Grant"
"Spencerport Central School District","3627780","Did not receive either PA or Restart Grant"
"Kindred Public School District 2","3800025","Did not receive either PA or Restart Grant"
"Syosset Central School District","3628560","Did not receive either PA or Restart Grant"
"Prairie Central Community Unit School District 8","1700005","Did not receive either PA or Restart Grant"
"Hampton Bays Union Free School District","3613530","Did not receive either PA or Restart Grant"
"Kindred Public School District 2","3800025","Did not receive either PA or Restart Grant"
"Southeastern Community Unit School District 337","1736610","Did not receive either PA or Restart Grant"
"Berlin Central School District","3604620","Did not receive either PA or Restart Grant"
"Berlin Central School District","3604620","Did not receive either PA or Restart Grant"
"Frankfort Community Unit School District 168","1741580","Did not receive either PA or Restart Grant"
"Berlin Central School District","3604620","Did not receive either PA or Restart Grant"
"Grand Forks Public School District 1","3808130","Did not receive either PA or Restart Grant"
"Martinsville Community Unit School District 3C","1724900","Did not receive either PA or Restart Grant"
"Port Byron Central School District","3623430","Did not receive either PA or Restart Grant"
"Maroa-Forsyth Community Unit School District 2","1724750","Did not receive either PA or Restart Grant"
"Winona Area Public School District","2744070","Did not receive either PA or Restart Grant"
"Grand Forks Public School District 1","3808130","Did not receive either PA or Restart Grant"
"Schoharie Central School District","3626100","Received PA or Restart Grant"
"Aurora West Unit School District 129","1704710","Did not receive either PA or Restart Grant"
"Scotia-Glenville Central School District","3626310","Received PA or Restart Grant"
"Hazelton-Moffit-Braddock Public School District 6","3809130","Did not receive either PA or Restart Grant"
"Winona Area Public School District","2744070","Did not receive either PA or Restart Grant"
"Alexander Central School District","3602580","Did not receive either PA or Restart Grant"
"Albion Central School District","3602520","Did not receive either PA or Restart Grant"
"Sesser-Valier Community Unit School District 196","1735940","Did not receive either PA or Restart Grant"
"Chatham Central School District","3607110","Did not receive either PA or Restart Grant"
"Gackle-Streeter Public School District 56","3800043","Did not receive either PA or Restart Grant"
"Rye Neck Union Free School District","3625290","Did not receive either PA or Restart Grant"
"Grand Rapids Public School District","2713170","Did not receive either PA or Restart Grant"
"Freeport School District 145","1715900","Received PA or Restart Grant"
"Lansingburgh Central School District","3616740","Received PA or Restart Grant"
"Caledonia Public School District","2707380","Did not receive either PA or Restart Grant"
"Minto Public School District 20","3813050","Did not receive either PA or Restart Grant"
"Avoca Central School District","3603630","Did not receive either PA or Restart Grant"
"Winchester Community Unit School District 1","1742660","Did not receive either PA or Restart Grant"
"Caledonia Public School District","2707380","Did not receive either PA or Restart Grant"
"Minto Public School District 20","3813050","Did not receive either PA or Restart Grant"
"Delhi Central School District","3608910","Did not receive either PA or Restart Grant"
"Caledonia Public School District","2707380","Did not receive either PA or Restart Grant"
"East Aurora Union Free School District","3609540","Did not receive either PA or Restart Grant"
"Powers Lake Public School District 27","3800024","Did not receive either PA or Restart Grant"
"A-C Central Community Unit School District 262","1700105","Did not receive either PA or Restart Grant"
"Grenora Public School District 99","3808460","Did not receive either PA or Restart Grant"
"Vandalia Community Unit School District 203","1740140","Did not receive either PA or Restart Grant"
"Buffalo-Hanover-Montrose Public Schools","2707200","Did not receive either PA or Restart Grant"
"Chautauqua Lake Central School District","3600018","Did not receive either PA or Restart Grant"
"Grenora Public School District 99","3808460","Did not receive either PA or Restart Grant"
"Carlinville Community Unit School District 1","1708430","Did not receive either PA or Restart Grant"
"Owatonna Public School District","2728050","Did not receive either PA or Restart Grant"
"Rhinebeck Central School District","3624480","Did not receive either PA or Restart Grant"
"Crab Orchard Community Unit School District 3","1711100","Did not receive either PA or Restart Grant"
"Wappingers Central School District","3629880","Did not receive either PA or Restart Grant"
"Highland Community Unit School District 5","1718990","Did not receive either PA or Restart Grant"
"United South Central School District","2700005","Did not receive either PA or Restart Grant"
"Drayton Public School District 19","3805340","Did not receive either PA or Restart Grant"
"West Canada Valley Central School District","3630600","Did not receive either PA or Restart Grant"
"Collinsville Community Unit School District 10","1710650","Did not receive either PA or Restart Grant"
"International Falls School District","2715000","Did not receive either PA or Restart Grant"
"Clinton-Graceville-Beardsley","2700150","Did not receive either PA or Restart Grant"
"Oneida City School District","3600013","Did not receive either PA or Restart Grant"
"Westmoreland Central School District","3631050","Did not receive either PA or Restart Grant"
"Bedford Central School District","3619950","Did not receive either PA or Restart Grant"
"Drayton Public School District 19","3805340","Did not receive either PA or Restart Grant"
"Clinton-Graceville-Beardsley","2700150","Did not receive either PA or Restart Grant"
"Bedford Central School District","3619950","Did not receive either PA or Restart Grant"
"Halliday Public School District 19","3808610","Did not receive either PA or Restart Grant"
"Mount Pleasant Central School District","3620160","Did not receive either PA or Restart Grant"
"Litchfield Public School District","2718210","Did not receive either PA or Restart Grant"
"New Rochelle City School District","3620490","Did not receive either PA or Restart Grant"
"Catskill Central School District","3606720","Did not receive either PA or Restart Grant"
"Eden Central School District","3610170","Did not receive either PA or Restart Grant"
"Lewis and Clark Public School District 161","3800058","Did not receive either PA or Restart Grant"
"Homer Central School District","3614640","Received PA or Restart Grant"
"Montevideo Public School District","2721320","Did not receive either PA or Restart Grant"
"Town of Webb Union Free School District","3628800","Did not receive either PA or Restart Grant"
"Mount Markham Central School District","3630930","Did not receive either PA or Restart Grant"
"Madelia Public School District","2718570","Did not receive either PA or Restart Grant"
"Northville Central School District","3621300","Did not receive either PA or Restart Grant"
"Minot Public School District 1","3813030","Did not receive either PA or Restart Grant"
"Sherburne-Earlville Central School District","3626700","Did not receive either PA or Restart Grant"
"Cleveland Public School District","2709330","Did not receive either PA or Restart Grant"
"Jackson County Central School District","2700231","Did not receive either PA or Restart Grant"
"Bainbridge-Guilford Central School District","3603810","Did not receive either PA or Restart Grant"
"Maine-Endwell Central School District","3618150","Received PA or Restart Grant"
"Towner-Granville-Upham Public School District 60","3800047","Did not receive either PA or Restart Grant"
"Addison Central School District","3602370","Did not receive either PA or Restart Grant"
"Addison Central School District","3602370","Did not receive either PA or Restart Grant"
"Jackson County Central School District","2700231","Did not receive either PA or Restart Grant"
"Solvay Union Free School District","3627150","Did not receive either PA or Restart Grant"
"Pine Valley Central School District (South Dayton)","3623070","Did not receive either PA or Restart Grant"
"Eastport-South Manor Central School District","3600125","Did not receive either PA or Restart Grant"
"Eastern Carver County Public Schools","2708190","Did not receive either PA or Restart Grant"
"Fort Plain Central School District","3611370","Did not receive either PA or Restart Grant"
"Harvey Public School District 38","3808890","Did not receive either PA or Restart Grant"
"Frewsburg Central School District","3611610","Did not receive either PA or Restart Grant"
"Frewsburg Central School District","3611610","Did not receive either PA or Restart Grant"
"Marshall Public School District","2718940","Did not receive either PA or Restart Grant"
"Valley-Edinburg Public School District 118","3800397","Did not receive either PA or Restart Grant"
"Pipestone Area School District","2700108","Did not receive either PA or Restart Grant"
"Geneseo Central School District","3611940","Did not receive either PA or Restart Grant"
"Wilton Public School District 1","3813200","Did not receive either PA or Restart Grant"
"Parishville-Hopkinton Central School District","3622440","Did not receive either PA or Restart Grant"
"Palmyra-Macedon Central School District","3622380","Did not receive either PA or Restart Grant"
"Pipestone Area School District","2700108","Did not receive either PA or Restart Grant"
"Northern Cass Public School District 97","3800044","Did not receive either PA or Restart Grant"
"Fridley Public School District","2712420","Did not receive either PA or Restart Grant"
"Honeoye Falls-Lima Central School District","3614700","Did not receive either PA or Restart Grant"
"Stillwater Central School District","3628110","Received PA or Restart Grant"
"Minneapolis Public School District","2721240","Did not receive either PA or Restart Grant"
"Argyle Central School District","3603210","Did not receive either PA or Restart Grant"
"General Brown Central School District","3611910","Did not receive either PA or Restart Grant"
"Northern Cass Public School District 97","3800044","Did not receive either PA or Restart Grant"
"Copenhagen Central School District","3608280","Did not receive either PA or Restart Grant"
"Faribault Public School District","2711760","Did not receive either PA or Restart Grant"
"Mandaree Public School District 36","3811850","Did not receive either PA or Restart Grant"
"Sandy Creek Central School District","3625650","Did not receive either PA or Restart Grant"
"Tunica County School District","2804290","Did not receive either PA or Restart Grant"
"Guilderland Central School District","3613080","Received PA or Restart Grant"
"Mott-Regent Public School District 1","3800046","Did not receive either PA or Restart Grant"
"Mahopac Central School District","3618120","Did not receive either PA or Restart Grant"
"Tioga Central School District","3628710","Did not receive either PA or Restart Grant"
"Tioga Central School District","3628710","Did not receive either PA or Restart Grant"
"North Warren Central School District","3616960","Did not receive either PA or Restart Grant"
"Wynantskill Union Free School District","3631830","Did not receive either PA or Restart Grant"
"Morris Central School District","3619860","Did not receive either PA or Restart Grant"
"Schenevus Central School District","3603060","Did not receive either PA or Restart Grant"
"Newfield Central School District","3620790","Did not receive either PA or Restart Grant"
"Devils Lake Public School District 1","3805040","Did not receive either PA or Restart Grant"
"New Paltz Central School District","3620460","Did not receive either PA or Restart Grant"
